seed,method,text,label,prediction,prob_positive
42,E1,南澳的讲座安排比较紧凑，见了不少老朋友，又结识了不少新朋友！//: [威武] //:大佬们的占地面积都很大啊[哈哈][嘻嘻][抓狂],1,0,0.242419
42,E1,全北京向你们致敬！！！！好人平安//: [赞][心]//: [泪],0,1,0.766001
42,E1,这不就是我们爱过的证据[嘻嘻]~~~//@-?介石-: 直击内心的公益广告//:你把我灌醉//: 慈次奥//: 。。。//?:哈哈//: //:现身说法的戒酒公益广告,1,0,0.284256
42,E1,[爱你]oh～Dear Penny～ 我在这里:,1,0,0.199969
42,E1,"哎呀，这工作人员都这么养眼，哈哈亮瞎了啊，哈哈。 Hit FM， gear up, ready go!![哈哈]",1,0,0.47507
42,E1,拿到驾照，俺就买车！[嘻嘻],1,0,0.423189
42,E1,全新的形式，不变的心意，何尝不是一种“再生”？[可爱] //:音乐！不需要语言！能够传递信念！才能感动众生！我们一定不是第一个！但却希望你能赶上我们的节奏[给力]内地原创音乐加油！,1,0,0.089742
42,E1,[蜡烛][蜡烛][蜡烛] //:[泪][泪][泪][蜡烛][蜡烛][蜡烛] //:[蜡烛][蜡烛][蜡烛]//: 小皓博，请你安息[蜡烛][蜡烛][蜡烛],0,1,0.653235
42,E1,[蜡烛][蜡烛]//: [蜡烛][蜡烛][蜡烛][蜡烛][绿丝带] //:[蜡烛] //@?太白: [蜡烛] //: [蜡烛]走好！ //:[泪]战友走好！！！敬礼！！！[蜡烛][蜡烛][蜡烛],0,1,0.667291
42,E1,明天不接需求，一定要好好找个让人会喜欢喝水的杯子，不能再继续这样整天喝饮料了。[怒],0,1,0.705691
42,E1,啥都不说了！眼泪刷刷的。。。[泪]感谢 的耐心等待和理解！[握手]这本书不错，希望你喜欢；也欢迎继续支持须叔的活动～,0,1,0.899389
42,E1,//: [衰]//:[衰],0,1,0.700099
42,E1,有点小失望，不过依然支持德国队！期待德国德比！7月26日，拜仁VS沃尔夫斯堡，在广州哦！！[嘻嘻][鼓掌],1,0,0.315865
42,E1,亲，感谢您对都太餐厅的喜爱，三文鱼绝对管够哦！还有很多美食亲一定要都尝尝哦！[嘻嘻],1,0,0.391584
42,E1,亲爱的，你来北京，不但包饭还包住包完。。//: 最近都可以打我电话我陪你玩嘛直接过来见面也成说了包饭别犹豫了a快来快来hhhh[哈哈],1,0,0.143579
42,E1,少年富则国富。从我可以看出，可以知道我们国家有多穷。[泪],0,1,0.638334
42,E1,看完觉得很难受[衰]//:特别推荐！,0,1,0.736544
42,E1,我的大叔病倒了…能当贴身热水袋了，这叫一个烫[汗]快点好快点好[泪],0,1,0.651475
42,E1,天籁广告夹杂着《海阔天空》的背景音乐，让我好有想买这车的冲动啊。[泪],0,1,0.558606
42,E1,回复:刚刚 说了 明天就能吃到了 先点吧[嘻嘻] //:我想吃 //:今天没有去 现在上新速度很快啊[嘻嘻] //: -诺-诺 尝尝新口味的小吃！[嘻嘻],1,0,0.28899
42,E1,信//:[衰] // :我也信,0,1,0.633673
42,E1,不堵，肯定可以很快吃到[哈哈],1,0,0.429757
42,E1,早起出门[太开心]，顺利坐车[耶]，堵车[生病]，车坏[衰]，走路[汗]，迟到[抓狂][抓狂]。TMD！！！,0,1,0.57475
42,E1,我的六月[嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][威武][威武][威武][威武],1,0,0.445078
42,E1,哈哈 //:丹丹[爱你][爱你]当我看到大字儿“王珞丹对侃孔二狗” 这行字上面那行小字时，我感到的是爱，人类间最真挚的爱[爱你]还有同情。[泪]//:买 //:呃..买？不？买？[挖鼻屎],1,0,0.324391
42,E1,今天继续哦[鼓掌],1,0,0.523219
42,E1,各位注意：这可是大董家的秘密武器！您想想拿勃艮第当饮料喝的，您伤得起吗？[嘻嘻],1,0,0.308938
42,E1,草根王之牛小丑?照[哈哈],1,0,0.426279
42,E1,[鼓掌]【成都到昆明只需10小时】26日上午，全长63.58公里的云南省武定至昆明高速公路建成通车，从昆明经武定、攀枝花前往成都的出滇入川大通道实现全程高速，10小时左右可以到达。以后去耍更方便啦！~,1,0,0.356729
42,E1,就等著你@ ?人?~[兔子]??的GYers~新年大?哈~[哈哈]多收?包?年?得?心些咯~[xyj拜年][xyj?包]?有?孩子~,1,0,0.347593
42,E1,[嘻嘻] 报道，俺算不算有缘人呢？,1,0,0.197901
42,E1,有人问：国航CAAC，是那几个词的缩写？答：Chinese Airline Always Cancel //: //:[哈哈]Thing Mather。。。事儿妈！,1,0,0.344454
42,E1,我正开会呢，靠！[哈哈]//:[哈哈]//: [衰][偷笑] //:尼妈 太励志了！！[哈哈],0,1,0.657971
42,E1,[哈哈] //:// : [衰],0,1,0.750952
42,E1,这孩子理发超乖！[亲亲][亲亲][亲亲],1,0,0.389418
42,E1,in 海德堡正是因为这些迷人的风景，海德堡又被称为“浪漫之城”[可爱],1,0,0.305943
42,E1,[衰][衰][衰]//:[哈哈],0,1,0.689618
42,E1,行动派和花言巧语的区别 //:比这更可恶的是：＂你怎么会发烧呢。 ：还有更可恶的，比如说：“发烧了去看医生啊！”[怒] // ：我也会。。。哈哈哈！// ：哈哈我好像听说人家发烧了也一定会说一句这个……// ：哈哈[哈哈][哈哈][哈哈],0,1,0.728601
42,E1,餐馆门口凉的花生米，一看没人，抓了一把[嘻嘻],1,0,0.176797
42,E1,帽子给力了！[哈哈],1,0,0.542184
42,E1,爸爸妈妈！爱你们……往往等失去时才知道好！//:多陪爸爸妈妈[泪],0,1,0.726722
42,E1,今天又增加15场！时装周看个够！[鼓掌]//:漂亮！Oscar de la Renta这场称得上异常瑰丽！ 即时带来时装周权威报道，目前已播报纽约时装周超过115场秀，近万张图片，数篇业内点评，这是国内绝无仅有的专业线上报道，时装迷们请随时关注 猛戳链接查看更多更全！[花心],1,0,0.078902
42,E2,我的奔驰在哪里??[抓狂],0,1,0.783993
42,E2,你要是妹子就给打折否则打折（蛇）[哈哈] //:可是我没有闺蜜啊，还给打折吗？[泪]//:谜一样的小兵，38妇女节当天风林火山将对光临的妹子及闺蜜提供全单9折优惠，你要不要再过来露一小脸儿？妹子会很多呦～,1,0,0.09486
42,E2,感悟夏天发烧有一大好处，自己的体温与外界环境温度接近，不觉得热，不出汗，如果烧的高一点还会有点儿冷。[哈哈][哈哈][哈哈]烧死我吧[泪],0,1,0.741891
42,E2,湖南旅游频道地球上最像月球的地方，你去过吗？[晕]130910下午17点-18点【驴友圈】土耳其卡帕多西亚【签到处嘉宾预告】 带你上天入地玩透【土耳其】[哈哈]（图片来自嘉宾）想做嘉宾？私信 吧！在线收听：芒果网,1,0,0.264214
42,E2,股市？除了牛市的时候跟着赚点儿，其他时候一概不要参与[lt切克闹]//: 回复:怕与不怕在于内心有多强大[嘻嘻] //:-上市公司调研网 你们都是高人 别闲聊了 研究一下吧 //,1,0,0.064805
42,E2,刚刚从英国归来的花子，此次以购物作伦敦行的串联（女人啊…），伦敦奥运比赛正酣，抵达伦敦的您除了赛场激情一番，场下去哪里血拼呢？听今天的节目就没错啦![哈哈],1,0,0.338104
42,E2,干了，干//: 啥都不耽误，有工作日，有假期。哈哈哈。 //:那就干了，面子不重要，兜里有是硬道理[哈哈] //：谁说的，尼姑庵赚的一点都不少。 //：女人能干吗？尼姑估计没和尚赚得多啊 //：回复:总感觉抹不开这个面子似的，要不等头发退休了啊，哈哈。,1,0,0.270015
42,E2,乐蜂网盛女节大胆秀出你的美！我是Candy，超萌萝莉邦派女，永远20岁的心态是萝莉必备武器！尽管我是最早的80后[亲亲]，又怎样？甜美可爱不代表我没有力量，天真烂漫是我内心的绽放。去盛开，去做一个萝莉盛女，遇见另一个未知的自己，再不折腾我们就老了！,1,0,0.033333
42,E2,[哈哈]嘘~用你的表现说话[偷笑] //: 几年前看过，仍然觉得有趣。come on England! //-R: For three lions//: 太搞了，给最近看欧洲杯的童鞋欢乐一下,1,0,0.259695
42,E2,月饼又＂显小＂了[泪],0,1,0.469107
42,E2,尕2??踏伦敦大街，有点犀利哥[嘻嘻],1,0,0.290464
42,E2,大家胃口都好//:鬼老、还吊我们胃口的说呢[悲伤]//:好，你也好,0,1,0.698927
42,E2,诶，突然想起了太原早早的麻辣烫，好神奇！[抓狂]不知道还有木有…[钱],0,1,0.566326
42,E2,哈尼尼，正式生日快乐！！越来越美丽，迷人！[蛋糕][礼物][爱你]晚安！,1,0,0.263461
42,E2,下了飞机又继续开工，这次又是大制作。筹备 平面电影拍摄。 [嘻嘻],1,0,0.252989
42,E2,回复:今天也要黑八哥？ //:这么美~早知道八哥应该点评一下的！留八手~ //@?巍EVA: [嘻嘻][嘻嘻],1,0,0.127135
42,E2,收完再送给该送的人 //:咱俩这收来收去有用吗//:收到 //: [爱你],1,0,0.376293
42,E2,带小孩真的好辛苦，胳膊手腕都好酸。这两天他还学会要抱抱才睡觉[泪],0,1,0.677285
42,E2,“我一个学计算机的朋友，被老婆发现他大学时代写给其他姑娘的情诗，勒令三天之内写出十首新情诗献给老婆，要比舒婷写得好，诗里还不能有“0”或“1”。--冯唐《活着活着就老了》” [哈哈]今日阅读最让我开心的段子，晚安。,1,0,0.323139
42,E2,旅人小结[呵呵] //:回复:??...你要?自去?橙子[嘻嘻]我?的很多??，越?越?自交通。鼓浪?最?魂之?是?有?甚至自行?，完全可以安?下?用腿走路。箜曲酒店能留下你的耳朵， 能留住你的胃， 姑娘能留下你的心...,1,0,0.202685
42,E2,[哈哈][哈哈][哈哈] //:[泪][泪],0,1,0.948431
42,E2,顺带把销售也做了，岂不更牛！[哈哈],1,0,0.239289
42,E2,请问这款多少银子？[威武][围观][爱你],1,0,0.339229
42,E2,啦啦啦啦。撒花祝贺@-柴叔- [鼓掌][江南style][爱你]//@-柴叔-: 自己撒花庆祝一下我和 在2012年完成的动画短片《Girl Meets Boys》进入2012华人原创动画短片TOP10~~,1,0,0.278967
42,E2,自己关门把手挤了～流血了[泪]我好笨[生病],0,1,0.57239
42,E2,天天向上 ：【嘉宾征集】4月22日，节目组征集魅力心理学教授 和“神秘大来宾”一起参与主题录制！[威武]男女不限，欢迎大家积极推荐！[爱你] 相信大家第一个想到的是 教授，不知还有哪些漏网之鱼呢？[思考]欢迎大家进入该话题参与推荐讨论哦！[心],1,0,0.08754
42,E2,哇，好消息哈~火狐的出现说明贺兰山的生态环境真的在好转~ //: 那意思是它寻找不到伴侣而忧伤啊。//: 火狐是国家二级保护动物时候，是鼠类等有害动物的天敌。好忧伤的回眸，这时节，正是赤狐发情、交配的时候喔~[哈哈],1,0,0.337152
