text,label,split,domain
谢谢！嘻嘻,1,train,waimai_review
很好吃，量又大！,1,train,waimai_review
很喜欢喝他家的饮料！谢谢送餐小哥大冷天送来！,1,train,waimai_review
"好吃,送的很快",1,val,waimai_review
豆皮估计好久不做了，手法生疏了啊～我点的酒酿小汤圆变成了酒酿蛋花。。。,1,val,waimai_review
肉，豆腐，蔬菜都不新鲜、味道差极，关门少骗人吧,0,train,waimai_review
二十分钟到了，太给力，大赞,1,train,waimai_review
这麻酱做的是巨恶心,0,val,waimai_review
不脆了可惜,1,test,waimai_review
"首先送餐时间过长，十点半左右下的订单，系统显示11:20送达，实际送达时间为12:40,其次，配餐有误，我定的是全素饼送来的是全素饭",0,train,waimai_review
等了一个多小时也就算了，粥撒了一半，袋子里面糊成一片！还让人怎么吃！！！！送餐的大爷态度还行,0,train,waimai_review
红红火火恍恍惚惚哈哈哈哈,1,train,waimai_review
分量很足，不错，都是肉丁，还有青辣椒，不腻，下次尝尝别的口味的。,1,train,waimai_review
"有点肥⋯⋯有点腻,味道还算可以吧",1,train,waimai_review
少给我个爽口菜。打电话一直占线。今天给你扣5元，爽口菜钱,0,train,waimai_review
东西不错百度外卖太SB,0,train,waimai_review
"点的扁豆焖面,还有状元肉饼,还有极品状元粥,这三样真是难吃到无话可说,面,干干的,没滋味,粥放的枸杞都黑了,放了那么多的姜,真的不好喝！",0,val,waimai_review
"送来的脊骨是臭的,打电话就给退了把钱拿回来了，老客户了,这次很失望。",0,train,waimai_review
三个小时的等待，服了,0,train,waimai_review
速度超级快，我吃完才确认送达的。味道也很好，份量很足。,1,val,waimai_review
速度也太快了吧…挺好吃的，就是肉不多,1,val,waimai_review
肝有点味不对了，倒了,0,train,waimai_review
好吃量大吃不完,1,train,waimai_review
骑士小哥辛苦啦！非常快,1,train,waimai_review
送了两个小时都打电话说取消了，还送来了，我狂晕,0,train,waimai_review
挺好，继续保持！,1,val,waimai_review
饭盒里的汤汁都洒出来了，整个袋子都油的，下次能注意点吗！？,0,test,waimai_review
菜品送错了,0,val,waimai_review
"送得特别快,饼味道一般",1,train,waimai_review
难吃，送的又慢！,0,train,waimai_review
挺好的，味道不错，送餐挺快,1,test,waimai_review
送餐送的很快，比预计的还早，不错不错,1,val,waimai_review
"唉,送过来一份饭,都没地方放,里面的汤全撒出来了,直接扔了",0,train,waimai_review
很好吃呀！海带丝再更入味些就完美了！,1,train,waimai_review
过完春节第一次用百度外卖，下单时写了凉皮不要辣结果放了辣椒，点了两份食物给了一双筷子，这外卖送的，除了涨价了没什么区别,0,test,waimai_review
经济实惠，家常风味的大饺子,1,val,waimai_review
不好吃还贵，量少,0,train,waimai_review
送餐超级慢，味道还可以,0,test,waimai_review
送餐快，菜品还是热的.服务也好,1,train,waimai_review
"太差了,没有诚意,没有吸管怎么喝",0,train,waimai_review
"百度小哥太好了～速度极快～刚到楼下,我有货到,还帮我搬了两箱货,太赞了！太赞了！",1,val,waimai_review
包装好好，还用铝纸包装的，,1,train,waimai_review
支付宝最好用了，支持支付宝,1,test,waimai_review
评论晚了，不好意思哒，32个赞,1,train,waimai_review
肉很多啊，超值，下次尝试其他口味,1,test,waimai_review
"配送人员特别准时就到了,然后还顺手帮我带了几个垃圾,其实我很不好意思,祝福这位师傅2016年身体健康工作顺利,谢谢",1,val,waimai_review
吃饺子没有蒜酱。,0,train,waimai_review
包装牛逼，味道一般，皮厚馅少,0,val,waimai_review
一般，PIZAZ料不足,0,train,waimai_review
骑个自行车送饭，不好吃，下次不会再订了。,0,test,waimai_review
两个多小时送到，味道一般,0,train,waimai_review
s送餐太慢,0,train,waimai_review
味道不错，送的时间长了点,0,train,waimai_review
"便宜实惠,好吃不贵",1,train,waimai_review
送错地方了，,1,val,waimai_review
乌龙的送餐事件！饭很好吃！老板也积极解决了！会继续光临！,1,train,waimai_review
很快，也好，包装也好，赞赞赞,1,train,waimai_review
"漏给了,2个半小时之后才拿到外卖,百度外卖真心渣",0,val,waimai_review
粗心大意的！光送的菜。米饭可能厨师饿了吃了？？,0,val,waimai_review
地道的碱面牛肉面，好想念的家乡的味道,1,train,waimai_review
"送餐的师傅,没有备用零钱",0,val,waimai_review
用心做的饭菜就是好,1,test,waimai_review
不愧是老字号，点心味道就是好吃啊！骑士送货速度很快，为人和善，必须赞一个！,1,val,waimai_review
还不错还不错还不错,1,train,waimai_review
鸡蛋呢？为什么没有鸡蛋,0,train,waimai_review
蛮好吃的就是饭太少了,1,train,waimai_review
很热情速度快…哎哟不错哦,1,train,waimai_review
"每次酸奶都不给我带吸管,心好累",0,train,waimai_review
等了快四小时。四点一刻订餐，多次催单，八点多到了，还是凉的。卖家送了王老吉。但是吃凉的还是不开心啊。,0,val,waimai_review
他家的奶茶超级好喝。。。,1,train,waimai_review
70多分钟以后才送到，就两个粥，一个饼要这么长时间吗？,0,train,waimai_review
土豆肉丝没有一丁点肉，怀疑送错了，皮蛋瘦肉粥很一般,0,train,waimai_review
口味一般！蕨菜用塑料袋装的，感觉很不好，为什么不用小碗装呢？以后不会吃了,0,test,waimai_review
服务很好，也很快，食物热热的,1,train,waimai_review
我自己去买也用不了这么长时间,0,test,waimai_review
超级棒！超级棒！超级棒！,1,train,waimai_review
这么晚辛苦外卖小哥了,1,train,waimai_review
东西很好吃，但是送餐速度实在不敢恭维，一个半小时没送到，连句话都没有！打电话一直占线，10多个电话，持续了半个小时还是占线，原因不想想的太龌龊。苦等一个半小时，都不知道会不会来，连个通知都没有！,0,train,waimai_review
出于好奇点了肘子蔬菜卷，但是真心不好吃，味道淡但是肉很腻，倒是鱼香肉丝的还不错呐,0,train,waimai_review
"包装很棒,可惜味道偏甜不合口味",1,train,waimai_review
速度快，五花肉都是肥肉，米条就几根…,0,train,waimai_review
米饭太少了！,0,test,waimai_review
"订的时候我特意问过是否有架子和酒精,告诉我有，到了之后就是一个托盘,交了20的押金,托盘现在还在我家,商家从来没问过！我之所以吐槽,是因为我订过别家烤鱼,他们没有押金,并且主动联系来拿这些东西。对比出真知啊",0,train,waimai_review
送到的时间很晚，影响了正常工作时间,0,train,waimai_review
个人觉得很难吃，饼太厚，说好的肘子肉其实是些很糟的瘦肉丁儿，量的话2分肉8分青辣椒吧。吃完就闹肚子了=_=！,0,train,waimai_review
漏送了火腿肠,0,val,waimai_review
真是气死人，速度太慢了，一个半小时都送不到，老这样,0,train,waimai_review
没有蛋羹！！！蛋羹！！！我点过很多次了，唯独这次没有蛋羹！！！,0,train,waimai_review
平时每天迟到30分钟送达，今天选择11.:45，11点就送过来，是不是故意的。,0,train,waimai_review
送餐的大叔辛苦了！,1,train,waimai_review
太一般了，这个价钱不值,0,train,waimai_review
非常差，米饭夹生，打和合谷客服投诉，告知门店会有人处理，到现在也没有下文了，真的是无语了，以后再也不去去和合谷！,0,val,waimai_review
送餐太慢啦！送过来都凉透了，没法吃！,0,train,waimai_review
羊肉稍微有点干，其它还好,1,val,waimai_review
很少给人差评！你家卤肉饭那个肉可以说是肉丝了吧？量不是一般的少！有一两肉吗？一锤子买卖？,0,train,waimai_review
喜欢吃裹油条的煎饼，豆浆不觉得特别好。送餐特别快。,1,train,waimai_review
"好快啊,第二次吃了依然很棒",1,train,waimai_review
肘子卷肥肉好多..,0,val,waimai_review
卷饼味道很一般，饼皮有些硬，甜面酱太多了,1,train,waimai_review
"挺快的,文艺范",1,train,waimai_review
两个人吃了都拉肚子,0,train,waimai_review
口味有些甜，不是我喜欢的口味，可以换其它口味试试,1,train,waimai_review
菜品数量严重不符！丸子和青菜只有2、3种！没有培根和所谓的2份菌类！投诉后也没有给予合理答复！很不满！,0,val,waimai_review
味道就不用说了，关键送的超快，从下单到吃到只用了30分钟，热乎乎的，骑士给力！,1,test,waimai_review
"快递小哥太棒了！哈哈,菜也好吃",1,train,waimai_review
"还不错,就是饼皮有点厚",1,train,waimai_review
很快很靠谱,1,train,waimai_review
"估计快过节了送餐人员想偷懒，取消了我8,9次订单，也不打电话发短信说明原因，哪天真得跟半亩园的管理层说说了，员工白拿工资不干活",0,train,waimai_review
送餐师傅服务到位,1,train,waimai_review
呵呵，20块钱的卷饼，里面就3小块牛肉，剩下全是土豆丝，有你们家这么卖东西的吗？肯德基都没你们家坑！,0,train,waimai_review
菜品都捂了。全是哈气,0,train,waimai_review
又贵又不好吃，鸡腿还是麦当劳的好吃,0,train,waimai_review
比预期送餐时间晚一个多小时,0,train,waimai_review
包装不错，口味一般。,0,train,waimai_review
量越来越少了。,0,train,waimai_review
速度太快啦，很好吃,1,test,waimai_review
速度慢，第一次订餐就迟到，晕,0,train,waimai_review
说得再好也是虚的，只有自己吃了才知道。,1,test,waimai_review
味道很好吃，配送也很及时，服务态度很好,1,train,waimai_review
店里员工态度非常好，送得也快，还会光顾,1,train,waimai_review
"服务垃圾,非常不到位",0,train,waimai_review
味道很正，速度超快，定过好几次了,1,train,waimai_review
很不错，以前都在店里吃，现在方便了,1,test,waimai_review
味道不错，送货师傅平均不停打电话催，等10分钟就告诉在不下来就走了，也没有那么忙吧！,0,train,waimai_review
饭的味道一般，但是有两点比较牛逼，第一个送餐送了两个小时，第二个，饭里配料加了订书钉。,0,train,waimai_review
"给了两袋辣椒酱好开森,但是勺子断了,太不抗用了,虽然我也没怎么期待吧",1,train,waimai_review
有点凉了，不好吃，没什么味道。不是很满意。,0,test,waimai_review
跟以前吃的，味道差太多了。点的飘香肘子，超级难吃，而且绝对不是肘子那的肉，肥的差不多有一半多，都挑出来扔了。对宇宙卷饼失望了，不会再去吃了。,0,train,waimai_review
严寒天，快递哥好辛苦，秒速送达，好温暖，真心谢谢,1,val,waimai_review
第一次买冰沙，口感真不错！喜欢,1,train,waimai_review
很好！送餐员也很棒！,1,train,waimai_review
一如既往的好，配送超级快，南瓜粥没有上次稠,1,test,waimai_review
说好的加一份油麦菜呢？,0,test,waimai_review
鸡丝凉面不好吃，鸡柳煎饼的鸡柳在哪呢？,0,train,waimai_review
"饼厚,肉没味儿,用的是柿子椒而不是尖椒",0,test,waimai_review
送的太早了,1,val,waimai_review
凉皮是厚的条，不麻酱少，不好吃,0,test,waimai_review
不错，料很足…………,1,train,waimai_review
吃两次都坏肚子了,0,train,waimai_review
红油抄手所有的红油都在盒子外面！煎饼也是包装纸袋开口朝下，三分之一煎饼倒扣在外卖袋中！咱能包装时认真点么？,0,train,waimai_review
送饭很快，态度很好，赞，,1,test,waimai_review
不是很好吃！肉发硬！,1,train,waimai_review
三明治的沙拉酱不太好吃,1,train,waimai_review
"卷饼挺好吃的,就是送的太慢,快两个小时了",0,val,waimai_review
送餐很快，味道也不错。,1,train,waimai_review
一个煎饼和一小碗南瓜粥30多真有点贵,1,train,waimai_review
就是有点慢,1,train,waimai_review
嘿嘿把不错不错吧吧,1,train,waimai_review
各种好^_^,1,val,waimai_review
"菜真的很少,可能是主打卷饼所以米法蔬菜拌饭才会这样难吃，肉也很少，基本上菜吃完了还剩下一大半的米没吃呢，不会再订了，太坑人了。",0,train,waimai_review
外卖给力煎饼非常给力,1,val,waimai_review
差的无法形容，我花18元买的羊肉汤，结果拿来里面就一块肉。粉丝也就那么几根。从来没见过这么坑爹的商家了，简直像别人吃剩下的给我送来的？恶心的要命，卤蛋也是不新鲜的？这个好在没几元钱啊！等倒闭吧你们,0,train,waimai_review
味道和送餐没得说，不过本来29减价现在边30了。唉,1,test,waimai_review
味道不错，快递师傅赞赞哒,1,train,waimai_review
肥肉有点多,1,train,waimai_review
"吃起来不方便...,而且似乎有股异味..,闻起来。",0,test,waimai_review
我说辣一点是在凉面里。卷饼里的全部都是辣椒超级啦只有两片都是肥肉。啦的我喷火其他还好啦。吃了你家很多次了怎么能这样伤人心啊,1,train,waimai_review
"沙拉不给酱而且开封了居然,也不给餐具,一点十分送达却显示12点半送达",0,val,waimai_review
好评一个。干嘛非要10字以上！！！,1,train,waimai_review
菜挺好的，就是太慢，一个多小时才到,1,val,waimai_review
有点淡，实在量太小了,0,train,waimai_review
快递小哥很给力，送的非常快！,1,val,waimai_review
总体来说还不错的，继续关注。,1,train,waimai_review
餐不错，速度慢,0,val,waimai_review
大差评，米饭是什么啊，是剩了3天的吗，餐饮行业这么坑，真没人性，直接扔了,0,train,waimai_review
速度快，态度好，好评！,1,test,waimai_review
太好吃了！正宗煎饼！,1,train,waimai_review
一如既往好吃又快捷！！！,1,test,waimai_review
味道还行，比较辣,0,train,waimai_review
今天晚上送的速度快，而且送餐小哥人非常好。比上次那个好多了，下午才送来,1,train,waimai_review
太慢了，等了两个多小时,0,val,waimai_review
我了个神啊，全百度外卖都找不到像你家这么坑爹的量了吧，33块钱的套餐里面的肉少的可怜(没吉野家小份牛肉饭多)，生菜也没给够，小伙伴们千万不要点这家，坑爹死了,0,train,waimai_review
超快！服务好热情,1,train,waimai_review
送餐太慢了，每次都要1个多钟头,0,train,waimai_review
很油很腻，味道一般,0,train,waimai_review
等了一个多小时，菜量少，尤其是那份拍黄瓜，又少又难吃,0,train,waimai_review
味道不错，送到还是热的，快递大哥辛苦了,1,train,waimai_review
耗费时间久，卖家态度不认真，食物不齐全，,0,train,waimai_review
挺快的好吃,1,val,waimai_review
卷饼很好吃，量也足。但是咱这送餐速度真不敢恭维。10点40订的，一点才送到，再晚点可以做下午茶了,0,train,waimai_review
百度大哥先是找不到地点，找到说多给了几块钱的发票，我一核对，是少给了发票，还好意思跟我要好评，我也是醉了，醉了，醉了,0,train,waimai_review
送达晚了些，但是送了一瓶饮料，心情舒缓了些，好评,1,val,waimai_review
点的中辣，送来的次次都是微辣，服了，难道每次都会看错么？,0,val,waimai_review
锅包肉不好吃,0,train,waimai_review
干锅茶树菇和上次送来的不一样，有股臭味！,0,train,waimai_review
一个小时送到，而且没给筷子！！从来没吃过稀了巴西的布丁！不是第一次在这家订饭了，这次非常糟糕！,0,train,waimai_review
时间一长特别不好吃,0,val,waimai_review
餐不错，送餐时间不敢恭维,0,train,waimai_review
希望米饭给一满盒。一满盒。一满盒,0,test,waimai_review
送的还是很快的，店家也熟悉，就是不知道怎么选辣不辣,1,val,waimai_review
比我想象的快啊，才一个多小时，这两天都是两三个小时的。,1,train,waimai_review
味道一般吧~而且吃出一根头发！！,0,train,waimai_review
"快递员很好,又快又负责",1,val,waimai_review
垃圾，订了将近三个小时还没送到，电话打不通。,0,train,waimai_review
送的东西三盒都洒了，车翻了吗？,0,train,waimai_review
很好很不错，很干净，很满意,1,val,waimai_review
外卖不给餐巾纸的吗？,0,train,waimai_review
送餐超快，赞一个,1,test,waimai_review
第一次在百度外卖订餐，可能是周末的缘故，速度超慢，下次要提前订了。,0,val,waimai_review
"外卖速度快,饭菜依然好吃,点赞",1,train,waimai_review
皮蛋粥快咸死了，不好吃！不过包装值得表扬！,0,train,waimai_review
菜量太少了，不够配米饭的,0,train,waimai_review
还行吧，就是木瓜炖银耳太少了，还没有汤,1,train,waimai_review
一个小时才送到，面坨成个疙瘩，没法吃，扔了,0,train,waimai_review
餐送来时都是凉的了；味道也和在店里吃的不一样；点的鱿鱼须整份，总共就几根；也没给一次性筷子；外卖的袋子也没有一麻一辣的图案标志，不知道是不是一麻一辣的东西。,0,train,waimai_review
"量很少,一般",0,train,waimai_review
速度够快，包装也还可以，还没开吃，好评,1,val,waimai_review
第一次买，送餐师父很好，而且能看的出真是用心做的，太喜欢包装的那句话了，加油,1,test,waimai_review
广味烤肠漏送了！,0,train,waimai_review
星星是给百度外卖和配送员的，配送员在路上遇到问题耽误了配送时间，百度外卖给打了五折！配送员的态度非常好，赞！食物就不推荐了，不新鲜拉肚子两天了……,0,train,waimai_review
速度快，菜品和堂食的质量一样。外卖的包装很用心。,1,val,waimai_review
"外卖员太差劲了。,速度慢，,豆浆还没给我。",0,train,waimai_review
"土豆肉丝比土豆丝卷好吃,因为辣一些",1,val,waimai_review
送餐挺速度的。味道自己吃有点淡。,1,train,waimai_review
一如既往的好，配送非常快。,1,test,waimai_review
大份太大了,1,train,waimai_review
"还行吧,，味道个人不是很喜欢，一般般吧",1,val,waimai_review
不好吃。有点甜。,0,val,waimai_review
百度配送快，正一味的拌饭是馊的，剩饭你们自己都不吃的居然还敢卖？！,0,val,waimai_review
羊肉串不像羊肉肉质，板筋咬不动,0,train,waimai_review
送餐时间太长，饭太一般了，汤是调料冲的,0,test,waimai_review
"不好吃,还送的特别慢",0,val,waimai_review
饭盒压坏了。,0,val,waimai_review
订了一份餐，1个半小时才送，本来和同事一起定的，只送了一份，还说让我们自己联系，没见过这么差的送餐,0,train,waimai_review
"选择宇卷是一场发了疯的订餐.不管输赢我也只会疯这一把.,by一位被牛皮纸袋欺骗的买家",0,test,waimai_review
界面设置很不好，联系商家也没人接电话，简直无语了，饭还是不错，,0,train,waimai_review
送餐速度太慢，希望赶紧改良,0,train,waimai_review
找到了吃驴肉火烧的感觉,1,train,waimai_review
"香锅味道与川成元味道相差甚远,无餐具,包装袋也不是川成园的！！",0,train,waimai_review
"第二次买了,挺好的,以后继续",1,train,waimai_review
味道很好又订的挺好吃,1,train,waimai_review
确实很快，食物也不错，比吉野家便宜。好好好。,1,test,waimai_review
速度真是超级慢，等了一个多小时，,0,train,waimai_review
馅儿还可以但饼不好吃，皮蛋瘦肉粥好吃,0,train,waimai_review
送餐速度很快，饼很好吃,1,train,waimai_review
太快了！！简直是神速啊！！！,1,val,waimai_review
以前用烙饼卷的还好，现在是面皮了，反正我觉得不好吃,0,test,waimai_review
等待最久的一次外卖，太慢了！！！！,0,train,waimai_review
不会再点第三次了！！！,0,train,waimai_review
速度满，十一点四十下的单，一点半到的菜叶都是黄的，我也是醉了，送餐员满头大汗，我是心疼了,0,train,waimai_review
店家给力，骑士哥们也给力，辛苦了谢谢，，下次还点。,1,val,waimai_review
不好意思，评论晚了。。。。,1,test,waimai_review
非常实惠，不错！,1,test,waimai_review
很快，包装很好,1,train,waimai_review
难吃，秘制炸鸡，送来都软的不行了，不仅贵，口味还垃圾！！！,0,test,waimai_review
菜不错！百度骑士辛苦！,1,val,waimai_review
快递员小哥实在不给力,0,train,waimai_review
卷饼不错，但有点贵啊～,0,train,waimai_review
送餐少送一根烤肠,0,train,waimai_review
这个饼真的很难吃，第一口肥肉，第二口还是肥肉，没有什么味道,0,train,waimai_review
很不错，口味很好，但是送过来的时候只有一个袋子在外面，没有保温措施，粥已经有些凉了。,1,val,waimai_review
炸得太狠了！还是不错的,1,train,waimai_review
好吃，好吃，江山城的烤鸭真是挺好吃的,1,val,waimai_review
不错，搭个粥就完美了,1,train,waimai_review
有点慢，因为是现蒸的，着急的就别催了,1,test,waimai_review
丸子特别多、几乎都是,0,test,waimai_review
味道不错，薄脆很脆～,1,train,waimai_review
30块的饭，菜量太少了。就一个肉菜，根本吃不饱。,0,train,waimai_review
"饼不错,粥有点凉了,送餐最快的一次~",1,train,waimai_review
"写明是两个盖饭，结果是一盒拼饭。,面冰凉，还得重新加热",0,train,waimai_review
太实惠了，吃到撑啊！,1,train,waimai_review
蘑菇给的分量挺足的这次,1,train,waimai_review
等了200分钟，终于到了！真快！！！！,0,test,waimai_review
"很好吃,超值",1,val,waimai_review
"宫保鸡丁饭,没啥鸡肉,花生一大堆。",0,val,waimai_review
袋子都破了,0,train,waimai_review
有些菜没有了，换了好几次，不过味道还行,0,train,waimai_review
没来得及，品尝！但是快递员少找我一块钱！59.9的点心，我给他100他又要了一块，找了我40.05元！郁闷,1,train,waimai_review
很大！吃的好饱,1,val,waimai_review
挺快的，味儿也不错,1,train,waimai_review
提前送达，味道不错，再接再厉！,1,train,waimai_review
鸡丁有点儿咸没有在店面吃的好吃有甜味,1,test,waimai_review
包子味美，孩子很喜欢。,1,train,waimai_review
特别快，服务菜品都不错,1,train,waimai_review
提前2小时定，迟了一个小时才送来,0,train,waimai_review
领导说这是一个非常适合加班时候吃的略带文艺的小卷饼,1,train,waimai_review
肉肉很多，很好吃,1,train,waimai_review
送的超级慢而且巨难吃！,0,train,waimai_review
"在店里吃的菜量很足,外送的菜量只有三分之一,下次不会再点了,建议直接去店里吃",0,test,waimai_review
酸汤的牛肉面对我来说不够酸，总体都还不错,1,train,waimai_review
味道还好，可惜凉了。,1,train,waimai_review
"很好,很方便",1,train,waimai_review
送餐快，卷饼好吃,1,train,waimai_review
包装不错，手套、餐巾纸很全，味道也不错,1,train,waimai_review
味道很好，值得推荐,1,val,waimai_review
今天来的也太晚了。,1,train,waimai_review
没有第一次吃的好，里面有小骨头渣子，咯牙,0,train,waimai_review
能清楚的标明饺子馅就更好了！,1,test,waimai_review
超级美味！而且简直神速！,1,train,waimai_review
差评，差评，没吃过这么恶心的冷面，一口就吃吐了,0,test,waimai_review
送餐员辛苦了！可能不要同时点肥牛和鸡排会更好，点在一起有点腻。味道还是不错的。,1,train,waimai_review
东西很棒，送餐服务很不好。迟到半个小时，也没表达什么歉意。,0,test,waimai_review
不大好吃……,0,train,waimai_review
卷饼味道有点淡，肘子瘦肉有点多，太有嚼劲,0,train,waimai_review
送的太快了，服务很周到,1,train,waimai_review
很好吃哦~~~,1,val,waimai_review
"以后再也不会要宏状元了,送餐跟蜗牛一样",0,test,waimai_review
不错，就是橙汁都不好喝,1,train,waimai_review
菜质量很好，没有大店欺人现象,1,train,waimai_review
非常好，送餐大哥很可爱。,1,test,waimai_review
送餐速度很慢，菜量小，菜品也太差，根本对不起这个价钱。,0,train,waimai_review
"送的很快,态度很好",0,val,waimai_review
