text,label,split,domain
回复:用宝贝滴手机[哈哈]客户端上胃的菜，一直是俺在朋友面前显吧、得瑟滴利器[害羞] //:谢谢豆果，谢谢胃！[鼓掌]可我的手机还不能下载[委屈]！ //: 今天豆果美食手机客户端的推荐菜，你上榜啦[嘻嘻],1,unlabeled,weibo_social
"最近牙疼一直忙没时间去看,今天早上回京后就联系医院。下午约好医生去看,照完片子说牙根发炎已经保不住了要拔掉。拔牙可真疼啊,打了两针麻药才拔下来。可怜我身上的零件又少了一个[泪][泪]",0,train,weibo_social
排队排了10分钟，就为了加个便宜油[抓狂],0,unlabeled,weibo_social
今早刷牙专门试了次GumCare模式 反而＂血流成河＂了[晕][晕][晕][泪],0,unlabeled,weibo_social
女孩子对你说“我们是没有未来的”，或“我对我们的未来没有信心”，其实就一句话，“你没啥钱”！[泪],0,unlabeled,weibo_social
国耻啊，政府怎么看 //:[怒]天理不容！//@???: 这堂而皇之的驳回，卑污而冷血。//:罪恶的＂永州劳教＂，一个时代的耻辱。,0,unlabeled,weibo_social
宝小指甲长太快，刚剪完没几天又长了，随我还往尖了长，喂奶给我身上抓花瓜了[衰][衰],0,test,weibo_social
【温馨提示】受各地降雪及机场除冰影响，海口、长沙、北京、深圳、福州、合肥、西安、西宁等地进出港航班有延误[泪]。天气原因导致大家的行程延误深表歉意，小海提醒大家及时变更出行计划。关注小海官方微信（微信号：HNairlines），输入航班号即可了解航班动态，或拨打950718详细询问。,0,unlabeled,weibo_social
[衰][衰]喜欢重口味的倒是可以试试啊！,0,unlabeled,weibo_social
[泪]//: 这在中国不可想象，中国编剧抄袭只要炒出名，有些人就觉得人家是成功人士，不可撼动。,0,unlabeled,weibo_social
为何大家都喜欢送我[熊猫][疑问] 难道因为我长得像[熊猫][思考] My Pandas Rock！[酷][哈哈],1,unlabeled,weibo_social
简体字毕竟写和认较为方便，不能一概否认。//：不该丢的都丢了~[衰] //：。,0,test,weibo_social
[飞机]捧场去??? //:?庄 是俺的第10000个粉丝，支持一下阳江程村生蚝！[鼓掌],1,test,weibo_social
你 必需幸福 马尔代夫结婚典礼 美好的一刻[泪],0,unlabeled,weibo_social
悦旅关注太太太棒了[兔子] //:关于持有有效加拿大签证可以免签哪些国家的名单，小吾正在整理中，近日发布哦[嘻嘻],1,train,weibo_social
啊啊啊啊，刚刚发现生日过完了！只能说昨天了。[泪],0,unlabeled,weibo_social
一定要推荐[哈哈],1,unlabeled,weibo_social
我忍不住了[衰]今天冷冻点心入货，占满冷冻仓库，我需要爬上去爬到风扇下去最里面找自己的货[泪]于是我把上面的箱子扔下来踩着上去，结果被骂了…虽然我的工作时间是自由的，但是订货收货陈列货卖鸡蛋…所有长期促销要做的事我都要做[衰]没人监督也就没人帮忙做这些事。边学习边努力工作吧[奥特曼],0,unlabeled,weibo_social
打过鸟，吃过肉[哈哈]//: [哈哈]经典，无后坐力。//: 链子枪，儿时的顶级玩具！[酷],1,unlabeled,weibo_social
[晕]//:=.=,0,unlabeled,weibo_social
又是一年清算时[晕]终于到川沙剧院了,0,unlabeled,weibo_social
不是吧 祝福他//: [晕]//: [书呆子],0,unlabeled,weibo_social
为什么最近和新浪有关的网页都打不开，包括微博。。[怒] [怒] [怒] 我就想知道这事为什么，怎么办[愤怒],0,unlabeled,weibo_social
[鼓掌]欢迎入住V12店[抱抱]好好享受您的丽江之旅[爱你][爱你][爱你],1,test,weibo_social
穿着红色衣服，骑一圈自行车，粘一身小腻虫，烦[哼][怒],0,test,weibo_social
今天生日，却发起38.3度高烧，我的＜泰坦尼克＞也不能看了，明天一定要补上~~![泪],0,test,weibo_social
今天又吃多了[抓狂]这劲爆的音乐配上如此的美味，实在无法抗拒啊！黑菌意大利米饭配烤奶酪片太香，南美烤牛尾配的那个黑豆泥太美，阿根廷牛腩卷里的蔬菜不要太好吃啊[馋嘴]期待甜品！对了，那瓶阿根廷红酒真心不错，现在已经飘飘然了！,0,test,weibo_social
再养一天[生病]昨天真不应该吃那么多乱七八糟的。。。[泪] 谢谢媳妇儿上班前给弄的粥[爱你],0,unlabeled,weibo_social
台湾艺人大炳去世 非常难受[泪][泪][泪] 半个月前还在簋街一起吃饭…哎…钱已经托人带回台湾…昨天不小心第一个发布了消息 不好意思！ 安息！???,0,unlabeled,weibo_social
[爱你] //:美丽的相遇… //-大理老故事:这份缘分，灵长人类…,1,unlabeled,weibo_social
露点了!![抓狂],0,unlabeled,weibo_social
哥哥[泪],0,unlabeled,weibo_social
不是说10月是双鱼幸运月吗？ 为啥我没感觉到，生病，郁闷，心情不爽，考试，面临毕业压力，这都什么啊！[泪],0,unlabeled,weibo_social
这就是专业素养啊，临危不乱！//: 虽然人家摔了一跤，不应该笑。[委屈]但我还是笑了很久。[哈哈][晕]不知道听起来是什么效果？小飞估计肯定巴不得我出这样的状况[嘻嘻] 周末愉快~//:向广播人致敬 太敬业了 ~[哈哈],0,unlabeled,weibo_social
这记性...送走看房人出门反手把门给关了，好呢车钥匙门钥匙全锁里自个锁外面了[泪],0,unlabeled,weibo_social
回复: 哈哈 就是啊，6、7、8三天，这把你急的[偷笑] //:下午二话不说就去了 还可美了 去了人家说明天才开始[泪] //:走起[鼓掌],0,unlabeled,weibo_social
[给力][给力][给力][给力][太开心][太开心][太开心][鼓掌][鼓掌][good]北京牛逼,1,unlabeled,weibo_social
发现之旅【2013亚洲十佳海岛】1．泰国涛岛Koh Tao；2．巴厘岛蓝梦岛Nusa Lembongan；3．泰国甲米府Ko Lanta；4．龙目岛Gili Islands；5．菲律宾长滩岛；6．泰国普吉岛；7．泰国苏梅岛；8．菲律宾巴拉望岛(爱昵岛)；9．马来西亚兰卡威；10．印度哈夫洛克岛。赶紧走一个？[嘻嘻],1,unlabeled,weibo_social
其他可以忍~向sir这么帅你也让他挂？！[泪],0,test,weibo_social
[伤心]?,0,unlabeled,weibo_social
你是说刘文彩吧[衰],0,test,weibo_social
有空带上家人朋友再来宁夏游历哦 别忘了沙湖[哈哈],1,test,weibo_social
不到三个小时，花生米就酒，5瓶下去了[晕],0,train,weibo_social
[哈哈][哈哈][哈哈][哈哈] //: 太有才了[哈哈],1,unlabeled,weibo_social
【和中国旅游报一起美丽中国行】今天北京雾霾指数再度爆表，你们还一个一个刺激小编。。。[抓狂][抓狂]这烟雨广西，教人欢喜到眼馋啊。。。。[泪][泪],0,unlabeled,weibo_social
回复:那就嫁了吧[哈哈] //:哎哟喂，简直对眼镜男毫无抵抗力啊??? //:,1,unlabeled,weibo_social
我咋这么爱这股味儿呢??? //:矮马，蜂蜜香是幻想的吧[偷笑][哈哈][哈哈][哈哈]我脚着蜂胶的味道刺激死了[哈哈],1,val,weibo_social
好久没吃的德国猪蹄！和啤酒！怀念起4年前在欧洲滴日子[太开心][太开心] 我在这里:,1,unlabeled,weibo_social
[偷笑] //: 月光撩人惹的祸[哈哈]//-精品购物指南:怎么了这是[晕],0,unlabeled,weibo_social
回复:有意见吗？ //:[衰] //:我报名,0,unlabeled,weibo_social
如果最后的出租...额...那就太可怖了[衰] //@??女人帮:在广州的姑娘们一定要坚持看完！,0,unlabeled,weibo_social
我不仅拖了后腿，还拖了胳膊，good//: 同拖[泪] //:我又拖后腿了[泪],0,unlabeled,weibo_social
现今大伙都不信广告、改信口碑了。可是。。。连口碑这最后一爿自由的领土我们也要保不住了，因为现在已有了正规的＂口碑炒作团＂，事关电影、护肤品、新书。。。一切把来卖钱的东西。无论别人说什么，都不失自己的思考、判断---这是我们所能保有的最后底线。。。[睡觉][懒得理你][思考][可怜][爱你],1,train,weibo_social
回复:[哈哈][good][赞]//:话说我曾把百老汇译成过宽街。。//:神译,1,unlabeled,weibo_social
回复:[抓狂][蜡烛],0,unlabeled,weibo_social
你叫我来也没告诉我是录制现场！我都没打扮的貌美如花呀！还有个机位一直对着我！[抓狂][抓狂][抓狂][抓狂],0,test,weibo_social
[哈哈]有点小恐怖//:[哈哈],1,unlabeled,weibo_social
北京高远的蓝天……[泪],0,unlabeled,weibo_social
真水逆了，明早班飞走几天，刚发现猫干粮不足，罐头开后不能保鲜那么久，目前宠物店都关门，明早走时还没开门，家里阿姨回广西老家过年一时回不来，目前巨蟹先森在外面到处给猫凑口粮ing[抓狂],0,unlabeled,weibo_social
效果嗷嗷好啊~~[太开心]用了妃露伊蛋壳宝石霜之后，皮肤那个嫩滑啊，一辈子都木有过啊！！[飞个吻]早上起床嫩到爆哦，超级的白皙，清透！洗脸的时候手都停不住，真的像是剥了壳的鸡蛋哦~~[爱你]我不是开玩笑，更不是吹牛皮哦！用过就会知道它的好>>>（去评论中找链接哦） 。,1,unlabeled,weibo_social
找不到东西[抓狂][抓狂][抓狂][抓狂]，东西找不到[抓狂][抓狂][抓狂] 我在这里:,0,unlabeled,weibo_social
[泪][泪][泪][泪]只有三人位置了 //:美丽西藏风景如画,0,train,weibo_social
【超级笑星微直播】2号选手衡小珍，刘文友两位老伙计亲密合作~不过小编偶想问~这是哪国的歌曲呀~ [衰]听的快晕咯~,0,test,weibo_social
这…shock到了… //:害怕[泪] // :[吃惊]噢买尬！无隐私滴爱人真需要勇气呀！呀！呀！// :情何以堪？真惊了。。。[偷笑],0,unlabeled,weibo_social
我竟然忘记了休息！哎[晕]看来大米饭说我是工作狂真的没有错[害羞],0,unlabeled,weibo_social
产业化养猪养智慧型猪是必由之路 //:[泪],0,unlabeled,weibo_social
太神奇了，10号线这个点儿没车了！[泪],0,val,weibo_social
汪汪在旅途找酒店落脚， 明天再来机场了[悲伤],0,test,weibo_social
我靠~//：肿麽我又缺钱又缺爱嘞 不开心[抓狂],0,unlabeled,weibo_social
这回真的看不懂老[晕],0,train,weibo_social
维景幽默一刻八戒：猴哥，师傅的白龙马最近性情有些古怪，每次我和它开玩笑，它都会在泥地打个滚，然后抛开几步拉马粪。悟空：呆子，小白龙不善言辞，它的这两个动作表述的含义是：泥马，去屎~~[哈哈] [哈哈],1,unlabeled,weibo_social
回复:都来给穆雷助阵啊！足球没戏了，指望网球夺冠啦！[嘻嘻] //:伦敦市长也去了,1,unlabeled,weibo_social
困得头疼。[打哈气][书呆子][困][晕],0,unlabeled,weibo_social
回复:我刚睡醒[失望] //:醒醒，快醒醒，你在中国呢,0,unlabeled,weibo_social
我的奔驰在哪里??[抓狂],0,test,weibo_social
北京爷们儿干得出来。//:太对了！涮羊肉的给。[哈哈],1,unlabeled,weibo_social
Size S M L 个别款式有 XS 请咨询...[抓狂][抓狂][抓狂][围观][围观][围观],0,unlabeled,weibo_social
亲爱的学弟 哎 真的很心痛你的离去看到最后一篇围脖更心疼 开始想念你了 好走 //:[泪] // ：一路好走小谭老师！（weng a ra ba za na di） 好好珍惜身边的一切吧，人真的是太脆弱啦！ // :我转发您的最后一条围脖！~[泪],0,unlabeled,weibo_social
回复:有的！[哈哈] //:好地方啊。不带另一半去太可惜了。八人间有没有？我们一行八个人。,1,test,weibo_social
拖肥：??在做??，我去?蛋[哈哈],1,train,weibo_social
苛捐杂税猛于虎[衰],0,test,weibo_social
[哈哈]哈搞,1,unlabeled,weibo_social
我不?拆蟹，??可以大啖大啖吃超吸引啊！我Hold不住了~[抓狂],0,val,weibo_social
我受不鸟了，寿星女 和淡定女 你们要不要这么美，这么萌？就我最丑啦！！[抓狂]经商量，杀入星巴克， 快来，点了你最爱的拿铁！哈哈哈,0,unlabeled,weibo_social
[衰]// :[伤心] // : 现在的警察战斗力不如当年我们宣传的国民党腐败警察 // :// :,0,test,weibo_social
//://:图让人心酸 。。。[泪]//:配图信息量太大了[生病],0,test,weibo_social
狮子座终于带红花了，狮子座终于有桃花了！ [鼓掌][泪]喜极而泣！,0,unlabeled,weibo_social
[委屈]我也不知道，抽奖的人是不是故意的呀，[给力][吃元宵]，看您如此吃货的态度，到店找到美女店长一样ViP待遇哦 //: 都第十名啦，怎么没有我呀没我呀没我呀。[抓狂],0,unlabeled,weibo_social
新品种、 //:盛宴！八大吉祥算什么菜呢？[疑问]反正是新鲜的。 //:又到周日啦！每周日的相声盛宴 ！[威武] //?-小尖果儿: 每周日的精彩[赞] //: 每周日的精彩[赞] //?-小尖果儿:这周热闹啦[鼓掌][鼓掌],1,unlabeled,weibo_social
我爱轩辕剑系列，我爱大宇和DOMO，所以原谅我不能投票给电视剧。[泪],0,unlabeled,weibo_social
公交 撞车了，背！要迟到了[泪],0,unlabeled,weibo_social
肉燕?燕皮我都?吃！[馋嘴][馋嘴] //:那叫肉燕，燕皮就只是皮。。。 //:燕皮才是王道啊[抓狂][抓狂][抓狂],0,unlabeled,weibo_social
发现 网友 的探店分享：鲜芋仙(SOHO现代城店)产检又抽我的血[泪][哼]必须鲜芋仙甜品一个补起来[嘻嘻]哼哼～>>,0,test,weibo_social
这是什么状况[吃惊]//:把他从88楼摔下去[怒],0,test,weibo_social
青春，梦想，远航[good][鼓掌],1,test,weibo_social
终于启动了！丹丹，加油，加油！哇咔咔~~[太开心],1,unlabeled,weibo_social
- 可以申请去听听 //: [鼓掌][给力],1,unlabeled,weibo_social
等着看看。 //:确实白求恩[哈哈] //: 文章好文笔也好，看问题入幕三分，这么伟大的作者，他一定是得了斯伟江的真传！,1,test,weibo_social
小区外两辆车轱辘被偷走。。太可怕了，果断不停旁边，停老远。。[衰][衰][衰][衰][衰][衰][衰][衰][衰][衰]坑爹阿！太缺德了！,0,unlabeled,weibo_social
这就像在法国遇到老外面孔一样，跟他们说英语，他们便不懂。 //:我遇到很多中国血统的，可惜她们不会中文，[汗]明明长着中国人的脸孔，用中文打招呼，不会。[晕] //?CJ:回复: ?迎你噢！Aloha!,0,unlabeled,weibo_social
父爱深沉！[泪][泪][泪] //:有人，坚持着努力地活着、然后最终成就了自己。普通人的父母，更不平凡的爱。 //:这个父亲，让人泪流满面。哭到抽噎。关于家庭教育，没有什么可以纠结，即使匿迹藏踪的苦劳苦作，心头有爱与责任，所有的重量都会化作天堂的阶梯。。。泪飞。,0,unlabeled,weibo_social
失眠了咋办呀。。。[晕]不行了。。。[泪],0,unlabeled,weibo_social
怎么啦[怒],0,unlabeled,weibo_social
great table [哈哈],1,unlabeled,weibo_social
问师傅了，南疆有，15到39的人都要吃糖丸 //:我怎么觉得是找个理由给他们登记造册啊 //:[怒] //-huaca:某人明天去！ //: 最近有人去过吗？,0,unlabeled,weibo_social
一晚上被追杀，各种巧奔妙逃，好累！[泪],0,unlabeled,weibo_social
还记得大学为了通过学年考试，一周只睡十小时的奋斗历程；还记得高中可口可乐校长杯代表学校与七宝中学争冠的球场上，英勇拼杀到抽筋趴下饮恨告负但永远眠记的记忆! U catch me back ! Thanks for Real Steal![嘻嘻],1,val,weibo_social
三观要毁！！//: 毁童年[衰],0,test,weibo_social
[怒]//:孩子哪有钱，苦了父母还得教孩子唱高调 //: 禽兽，放过孩子！俺捐！捐你妹（郭美美）成不？[泪][抓狂],0,val,weibo_social
"原来狐臭和烧烤的味道可以结合的如此完美。。纳粹的芥子气也不过如此吧[晕][晕][晕][晕][晕]还卖什么北京地图啊,卖口罩吧,一准儿发[鼓掌][鼓掌][鼓掌]",1,unlabeled,weibo_social
台上的狗日的在培养仇人[衰] //:蠢！//: 将愚蠢进行到底[衰]//:当地有关部门如此愚蠢？ //:非常过份！//: 政府在暴露自己的愚蠢！在暴露自己的错误！//:过分了 //:怎么能这样//: 怎么能这样,0,test,weibo_social
图有点意思[嘻嘻],1,unlabeled,weibo_social
[泪][泪] //:[泪],0,unlabeled,weibo_social
[晕] //-LFXH:我的一卡通正好没钱了，去充值,0,unlabeled,weibo_social
//:z //: 终于有人开转播正能量微薄啦~~~[抓狂],0,unlabeled,weibo_social
甩饼脸再和大卫合张影就准备明天去威尼斯了[嘻嘻],1,val,weibo_social
胡了[哈哈] //:[哈哈][哈哈] //:哈哈,1,test,weibo_social
家庭牵累的事情太多，烦！平时带孩子没人帮也就算了，还得动不动为你们请假，人家自己带孩子自己上班已经够烦的了好不好？真想什么都不管！！[抓狂][怒],0,unlabeled,weibo_social
//://:[抓狂],0,val,weibo_social
这一上午被你们骗的，我想问问你们＂好??玩??吗？＂[抓狂]。大家要小心,0,test,weibo_social
回复 :不伦不类的中西合壁[怒][怒][怒] //:吃什么的？,0,test,weibo_social
谢谢我老公 送的杯子，感动的是里面还有我最爱的抹茶拿铁[泪][泪]，谢谢大家一大早的祝福，威信微博短信几十条的祝福我一一记在心中，爱你们[爱你] -My奥利奥,0,unlabeled,weibo_social
北京ですね???[泪]// 你是在北京的???[泪] //: 食べたい[泪][泪][泪],0,unlabeled,weibo_social
连续两天给 翻译着绕口的中－日文件 牺牲了许许多多的脑细胞[委屈][衰][奥特曼] 给家里人打工 不容易啊[酷],0,unlabeled,weibo_social
矮马~[晕]疯姐又菲了[哈哈][哈哈],1,unlabeled,weibo_social
你家那位爱莲控可以入手哦。[哈哈][哈哈][哈哈],1,unlabeled,weibo_social
水怎么都烧不开，怎么办呢?[衰],0,unlabeled,weibo_social
[太阳][愤怒][熊猫][嘻嘻][猪头],1,unlabeled,weibo_social
路过天安门 我都看不清楚毛爷爷了 我伤心我难过[衰][泪],0,unlabeled,weibo_social
【城市之音四川台FM102.6】城市之音 2013校园迎新-明星音乐教室。音乐老师Hari荷莉现场教授同学《可爱颂》舞蹈！萌翻了啊！三位男同学跳的很有特色哦！[哈哈],1,unlabeled,weibo_social
[兔子] 想看//:[晕]//:拒看~//:[爱你],1,unlabeled,weibo_social
猫沙盆也要，手纸也要一次性纸杯子也要//:[衰] 猫砂盆也要吗？,0,unlabeled,weibo_social
白天看邮件晚上看攻略，白天写文档晚上写功略，白天做原型晚上画地图，白天找会议室晚上找酒店！！人生啊，10.1要飞的人现在酒店还没订！！对着满屏英文的时候有木有痛恨没好好背单词的日子！！[泪]穷游很烦心有木有！！怪就怪上次拉萨行给二呆挑刺挑到二呆不做攻略了[泪]作孽啊,0,test,weibo_social
香，还好玩吗？[哈哈],1,unlabeled,weibo_social
"＜画壁＞陈嘉上导演的电影作，主题是""幻由心生，浮生若梦""。开始看的时候还傻笑的，最感人的情节＂何为情爱＂，到尾段[泪]感人热泪[泪]，ending最后那一段话太感人鸟[泪]",0,unlabeled,weibo_social
-黄凯 看着香吧！[馋嘴] //: 好想回去吃[鼓掌] //-小-胖:就是这家，很好吃，但要排很久的队伍 //?:这周三走起不？？？？ //?: 你说的是这家吗？ 你们赶紧回来吧！哪天咱们继续走起~,1,unlabeled,weibo_social
你要是妹子就给打折否则打折（蛇）[哈哈] //:可是我没有闺蜜啊，还给打折吗？[泪]//:谜一样的小兵，38妇女节当天风林火山将对光临的妹子及闺蜜提供全单9折优惠，你要不要再过来露一小脸儿？妹子会很多呦～,1,test,weibo_social
不好吃的咱不做啊～[哈哈][爱你],1,train,weibo_social
回复:好静[害羞]好景好境好心情啊~~[挤眼]是不是还能望见满天的繁星点点密密麻麻呀？！[挖鼻屎]~~[抓狂]TM赶紧给我起来，还跟这儿躺着感慨呐？！[抓狂]您那是帐篷都让人家给偷走啦您知道吗！？！[抓狂],0,unlabeled,weibo_social
锅拉的第一个盆就这样被打了个缺缺…[衰][衰][衰]不要跟锅说残缺师妹…是妹~是美！ 破输入法害死人啊！[衰][衰][衰],0,unlabeled,weibo_social
[蜡烛][蜡烛][蜡烛]//: 童童已经化为天使，[泪][泪]谢谢您的关注！请停止转发，不要再捐款，再次感谢您！ //:[话筒],0,unlabeled,weibo_social
让入住我们酒店的朋友们，都有宾至如归的感觉，就是我们最骄傲的事情！[爱你][亲亲][心][din推撞][威武],1,unlabeled,weibo_social
[嘻嘻]很开心您在我们酒店玩儿的愉快，期待您的下次光临！,1,unlabeled,weibo_social
//: [嘻嘻] //:?丝也要开公司！,1,unlabeled,weibo_social
【西江早安~】太阳公公出来啦，晴空万里，万里无云，这样滴周末，亲们是不是很喜欢呢？？[阴险][鼓掌],1,val,weibo_social
直接找八戒好了[哼] //: 朱总应该收形象费了 //: [可爱],1,unlabeled,weibo_social
//:[伤心] //:要不是自己先内乱起来人家也不会有这机会。 //://: 温故而知新。//: 唉。,0,unlabeled,weibo_social
突然想到一句话，出来混总是要还的。这不，开始了[晕],0,val,weibo_social
好惨啊！ //:现在车上是鸡蛋，老天啊，这种空气要让我肿么办呢[抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂],0,train,weibo_social
尹维爱卿，呃不，因为爱情……[亲亲] //: 喵，不要闹！,1,unlabeled,weibo_social
瞧瞧咱干儿子收到俺的礼物那表情 - 值了！[哈哈][哈哈][哈哈],1,test,weibo_social
王勇平接到免职通知最后含泪说：“这只能说是事故的奇迹”、“至于你下不下课，我反正下课了”[泪][泪],0,test,weibo_social
很多童鞋对 目前价格并不熟悉，特发此价格表~ 红色均为优惠期现价哦~！木有体验过的童鞋一起来体验吧~[可爱],1,unlabeled,weibo_social
近来课N多présentation也多， 我又回到了sandwich(早）+pizza(中）+意大利面（晚）的恶性循环了~~~~(>_<)~~~~ [泪] 懒得拍照，就拈来网上的photo吧~,0,unlabeled,weibo_social
这哪儿跟哪儿啊，搞个毛奖啊这是。。。[衰] 我颁你一个中国好广告吧！,0,unlabeled,weibo_social
我：把窗帘拉开吧。丫：噢。我：把纱帘也拉开吧。丫：不，拉开外面该看见你了。我：看见就看见呗。丫：你有什么好看的？[衰][怒][抓狂][右哼哼],0,unlabeled,weibo_social
奇葩留言到一些特色小店里很喜欢看各种卡片上的留言，有感人肺腑，有幸福满溢，有甜蜜祝福，有忧伤期待，也有……神经病。[嘻嘻] 就有很多好玩的卡片，没事去许个愿，可能比雍和宫还要灵哦[偷笑],1,unlabeled,weibo_social
有拔过智齿的吗？[失望][失望]那个疼啊，那个胀啊，那个躁啊[泪][抓狂][哼]疗程需要多久？几天可以正常吃饭，工作？[疑问][疑问],0,unlabeled,weibo_social
祝福！//: 祝10对老夫妻阖家幸福，度过一个温馨的重阳节[鼓掌],1,test,weibo_social
他是一直这么年轻，我是一直这么老，这j就是差距呀[哈哈] //:回复:这个估计有十年了吧…照片 你看多青葱呀！[哈哈][哈哈] 帅气呈现 //: 好靓仔 这是多年前的照片？ //: 这个就是照片给晚了的结果…[晕][晕][哈哈][哈哈],0,unlabeled,weibo_social
亲 我们上榜啦[泪][泪]//: 【环保部：6月京津冀空气质量全国最差】上半年，邢台、石家庄、邯郸、保定、唐山、济南、衡水、西安、郑州和廊坊的空气质量相对较差；海口、舟山、惠州、拉萨、福州、深圳、珠海、厦门、丽水和江门的空气质量相对较好。,0,val,weibo_social
感悟夏天发烧有一大好处，自己的体温与外界环境温度接近，不觉得热，不出汗，如果烧的高一点还会有点儿冷。[哈哈][哈哈][哈哈]烧死我吧[泪],0,test,weibo_social
"本想闭关冬眠，整理下旅行滴照片和文章，结果没到半个月我这颗不“安分“滴心又蠢蠢欲动了，再加上“末日谣言”，赶到机场""麻烦给我一个靠前面比较舒适的座位我不太舒服""，工作人员微笑滴闪着大眼睛:""哦女士你怀孕了吗？放心我一定给你最好的位置""[晕][晕]好尴尬啊！哈哈哈哈",0,train,weibo_social
回复:没事啦没事啦，不影响咱们大家一起探寻美味哈[馋嘴]快过节了，祝生意兴隆，大家越来越爱哈 //:怎么会这样啊！[抓狂]看上去就很疼。盼早日康复[可爱],0,unlabeled,weibo_social
香港????管理局?作的2014月?～有?意！[哈哈]香港自由行,1,train,weibo_social
C-4台在播长沙的节目，正起劲吹着橘子洲的烟火晚会，据说每周都有，次次不落。仔细想来，没有伟大主席的诗句，就没有橘子洲的知名，就没有形象工程的土壤，就不会有每周那么多地方财政的浪费。哎！[泪],0,unlabeled,weibo_social
回复-彭彭:我转出来的时候已经看完了[泪] //-彭彭:别看了。。。看好会难过的 //:很长，想看的得预留一小时。,0,unlabeled,weibo_social
春节各种赶场[泪]堵车啊[泪][抓狂],0,unlabeled,weibo_social
undercover的瞎眼熊？//: 我想霸占[泪][泪][泪],0,unlabeled,weibo_social
[蜡烛] //:今天必须悼念张志新，盼哪天能在志新桥遇见张志勤。 //: //:人民最终成为买单者[怒]这是对人民的不负责任[怒] //: 谁为罪恶的历史买单[怒]，历史不能重演[怒] //: 还在当政！ //:天怒人怨的组织！,0,unlabeled,weibo_social
禾行报道筱禾看到刚刚下班回家的禾爸在吃她的草莓棒，就问爸爸为什么吃这个。禾爸装可怜，说爸爸饿了呀。本想讨同情的，没想到筱禾很严肃地说：＂饿了该吃饭呀，怎么能吃零食呢？＂禾爸一脸无辜?啊！[晕],0,train,weibo_social
[悲伤][泪]迟早都会来，但是有人陪你到最后，才不孤单。,0,val,weibo_social
你最讨厌！我才没买包头的东西！我！我！我才没骗售货员！[怒骂][哼],0,test,weibo_social
比卡丘都瘦了！ [悲伤] [悲伤] [悲伤] [悲伤]小丸，你还好意思胖吗？？？！！！,0,train,weibo_social
晚上接到曾探访的一户人家的求助电话，说某火锅店拒绝支付他家十七岁女儿的工资。 父亲意外爆炸身亡，母亲离家失恋。据舅爷爷说别人嘲笑她，她不做了。火锅店拒绝支付工资。同情！[泪],0,unlabeled,weibo_social
